lat,lon,year,week,label
51.53649709830196,-0.11573380413966958,2025,31,High
35.57928850592095,139.60651227068962,2025,42,High
48.92490942534696,2.364215196029219,2025,12,Medium
55.74760385988523,37.686623660566966,2025,12,Medium
51.544467840779056,-0.1616297391874834,2025,51,High
-33.90631159914026,151.2590864192494,2025,10,Low
25.127786055300014,55.25115269526008,2025,2,Medium
1.2536085496048452,103.82271475069048,2025,51,High
40.693869993332065,-74.00971892496409,2025,21,Low
-33.81911881065338,151.11232347309766,2025,34,Low
35.7177033742872,139.58713691345457,2025,36,High
33.98545283062237,-118.3434181719622,2025,24,Medium
55.84105266310248,37.6576477587192,2025,49,Medium
51.51883501166004,-0.09979577367274162,2025,26,High
48.93286170111337,2.361232748773756,2025,39,Medium
55.85535553584381,37.6479543202041,2025,9,Medium
48.77971175407095,2.448007577850922,2025,43,Medium
55.67185272915425,37.64971140794318,2025,36,Low
35.6732874973782,139.55493216298703,2025,1,High
33.953679170396455,-118.16011349516701,2025,46,Medium
1.2793813147485171,103.84465325863633,2025,51,High
48.93004894459858,2.406056103779303,2025,5,Medium
1.3602918563743065,103.9146246458258,2025,4,High
-23.466458641233945,-46.55737225151154,2025,2,Low
55.804641254575664,37.64385327467906,2025,16,Medium
55.65802037406648,37.55021940490298,2025,44,Medium
48.93315073066418,2.3410477479837177,2025,13,Medium
51.57657106110266,-0.20485871440214337,2025,24,High
40.748169080280334,-74.07056668923858,2025,46,Low
40.676474863021184,-73.93921121817722,2025,38,Low
-23.586317236654136,-46.53816490972948,2025,29,Low
25.144565413640457,55.23505742151805,2025,3,Medium
40.72600421135207,-74.05572660667313,2025,36,Low
-33.88200674697141,151.21637106006924,2025,35,Low
55.69841407536384,37.61675304838783,2025,37,Medium
1.402047879800992,103.81584328505997,2025,50,High
48.946916696504225,2.3259879981234737,2025,48,Medium
35.59994703651397,139.69781676997434,2025,17,High
-23.518317253177976,-46.64734898915577,2025,2,Low
1.3737528297043804,103.79085575547197,2025,16,High
35.61709732344517,139.59442532915898,2025,33,Medium
25.26911786933905,55.291861176607156,2025,22,Medium
35.71681781581214,139.7287314575274,2025,26,High
51.42919864956449,-0.1167087412607607,2025,29,High
40.764054821127665,-73.9168657042134,2025,17,Low
51.44511766038537,-0.19309192870065542,2025,38,High
35.580662950295746,139.57489257500995,2025,7,High
1.429621767137625,103.77269679349659,2025,24,High
35.673141427042154,139.70642415973086,2025,45,High
-33.82601674016807,151.306078644944,2025,18,Low
25.139524094890728,55.21969270382119,2025,52,Medium
25.160879309929605,55.22871038396812,2025,12,Medium
51.42102346043351,-0.2063781581664617,2025,13,High
25.184380630295692,55.297591135802115,2025,27,Medium
-23.643171769699872,-46.682106172581406,2025,18,Low
51.411138532755274,-0.15799685307334493,2025,3,High
51.422826107866136,-0.20922561550015548,2025,26,High
55.67923106971635,37.62831556782174,2025,35,Medium
48.84594954764947,2.2665618204082487,2025,16,Medium
48.85744161709086,2.2864352245155843,2025,13,Medium
51.47834687687035,-0.1701165812381931,2025,36,High
-23.52971863315776,-46.581605976173556,2025,25,Low
1.30351827872672,103.87194280304983,2025,8,High
-23.636017666005372,-46.6083764570796,2025,38,Low
55.66719986716473,37.63571782973197,2025,3,Medium
48.954299881652304,2.390200592978313,2025,39,Medium
-33.788640701782626,151.2497523972929,2025,9,Low
48.8314346735314,2.306578838852364,2025,20,High
25.246677108167876,55.334156479967454,2025,38,Medium
1.3609526793606839,103.75743816344041,2025,25,High
1.3852889427002901,103.73748184708367,2025,42,Medium
1.2593261619649205,103.86084311257048,2025,10,Medium
48.76386779319504,2.3437571252749336,2025,9,Medium
25.24169894587269,55.24898041425367,2025,32,Medium
40.696376678547914,-73.99133605652747,2025,34,Low
25.110851625340022,55.18538737824483,2025,45,Medium
-23.572014317882193,-46.72390812853701,2025,10,Medium
25.29948541094944,55.17542500224492,2025,28,Medium
-33.86632568951518,151.28382659329944,2025,13,Low
1.2613465361426992,103.79219798126047,2025,36,High
-33.81634367013728,151.18959275649397,2025,1,Low
51.60594004017856,-0.16230229607463076,2025,14,High
35.608531578768215,139.63499944514544,2025,3,High
35.587853285529796,139.6107106271578,2025,46,Medium
40.72801010751876,-74.09483600496712,2025,9,Medium
48.88153769763298,2.4247197830529514,2025,15,Medium
-33.816172062937156,151.17046673821312,2025,23,Low
-33.96532999558099,151.2397752289615,2025,25,Low
51.44572054850701,-0.2109795290033653,2025,4,Medium
55.70913151690537,37.601595876534695,2025,5,Medium
48.78312616325128,2.399722604735866,2025,5,Medium
-33.88705363972014,151.2415556990933,2025,51,Low
1.4212988425735151,103.74391569331691,2025,50,High
1.3820750365603036,103.82310585353368,2025,31,High
40.79830955537708,-73.91120460872327,2025,38,Low
40.73509354481609,-73.98894187248084,2025,4,Low
51.53365024764601,-0.16637713372288804,2025,18,High
-23.61826461098986,-46.727014774517144,2025,48,Low
-33.95010112628573,151.1673494715079,2025,38,Low
40.77556580401731,-74.08596609886547,2025,29,Low
55.8397216785682,37.53347443906265,2025,14,Medium
48.81085722934412,2.343511711723185,2025,34,Medium
-23.64920713659555,-46.62798406720733,2025,31,Low
51.45603855187189,-0.09870467085011184,2025,7,High
1.3941915481085387,103.7386652647506,2025,16,High
-23.63961440387839,-46.67580204839876,2025,39,Low
35.68549185433906,139.71592557870602,2025,35,High
25.14526261712613,55.28574504676817,2025,18,Medium
35.71586217073028,139.6251005296974,2025,29,High
48.954011241407756,2.315214422595057,2025,14,Medium
1.35889730340839,103.77103789838323,2025,39,High
35.68744838316446,139.69119032084026,2025,13,High
40.75894860780887,-73.92848845740016,2025,41,Low
-33.7929051190268,151.14946659433036,2025,9,Low
25.164992785271146,55.2330682641758,2025,26,Medium
-33.94239344032065,151.2901054308402,2025,45,Low
1.3141488101108436,103.72278190295197,2025,38,High
-23.50804662560117,-46.653638720970314,2025,17,Low
48.79593744314121,2.3207025860044475,2025,15,Medium
48.921139906332705,2.3857567079924213,2025,46,Medium
48.81024869147646,2.3017773797570036,2025,42,Medium
35.6861150014346,139.70658368767585,2025,39,High
48.85391228071983,2.377302285262284,2025,48,Medium
34.07329397733428,-118.24044587658318,2025,38,Medium
33.958968655256875,-118.32823986727334,2025,14,Medium
-33.87963674863978,151.22025711518918,2025,4,Low
-33.94789955293956,151.1868915600296,2025,39,Low
1.4082637882197875,103.85115325588686,2025,11,High
-23.50647669999257,-46.614064496517784,2025,49,Low
-23.646915821058688,-46.682641070838905,2025,46,Low
35.67500448391301,139.7065134076669,2025,32,High
48.80693419375397,2.3685470240635222,2025,7,Medium
-33.88682369554605,151.2362420306753,2025,21,Low
-33.816062629009025,151.13284977548608,2025,27,Medium
35.71134970317667,139.6648645337403,2025,47,High
35.64211683005989,139.74391841117787,2025,18,High
25.209195745954652,55.31603398294487,2025,49,Medium
35.70719342621558,139.5806798295914,2025,31,High
48.79703247868564,2.284724882542918,2025,49,Medium
1.4122140827919392,103.87761352461979,2025,38,High
48.85591843656404,2.3028656633797993,2025,22,Medium
1.4505891793296137,103.75624772940631,2025,5,High
40.617761554183126,-74.08805097407003,2025,39,Low
-23.58785869554673,-46.66802529118718,2025,38,Low
35.768257973565554,139.68395807200687,2025,1,High
55.794651537593865,37.62494686521806,2025,51,Medium
-33.94381700240236,151.2193874451105,2025,48,Low
34.12308036429359,-118.21592978268677,2025,18,Medium
1.3589555122308654,103.74331362877554,2025,44,High
48.78036467379133,2.2816199792987213,2025,21,Medium
35.756211113850696,139.55082066126312,2025,22,High
-33.79917412937067,151.1545692185151,2025,12,Low
40.74749581091812,-74.09147718173831,2025,4,Low
-33.8582216133077,151.2548954518612,2025,49,Low
-23.47070475859689,-46.7058807385481,2025,18,Low
40.75024462318264,-74.10101178810895,2025,26,Low
25.110225462673686,55.272393328183036,2025,15,Medium
51.53528802308333,-0.2039681029882505,2025,50,Medium
1.3150526511963532,103.88453642214132,2025,50,High
-23.632672739132207,-46.7279475786003,2025,22,Low
25.135299346685045,55.26672229398003,2025,24,Medium
35.622430342156065,139.72101004646825,2025,3,High
-33.775883529203725,151.12293908249163,2025,27,Low
48.946785616699835,2.4008311569109675,2025,44,Medium
34.05011590837366,-118.24598609384887,2025,50,Medium
51.567550221331935,-0.20980729817444244,2025,42,High
48.93208524063412,2.3392947399244064,2025,20,Medium
25.217206767005568,55.36178041956444,2025,37,Medium
1.4098196495177706,103.80372308512806,2025,8,High
40.644667951920155,-74.03960375156063,2025,4,Low
34.15111679995473,-118.22831339169672,2025,35,Medium
1.314640874660264,103.81784509315001,2025,8,High
51.460615559162875,-0.1799916865565566,2025,9,High
40.69342053117825,-74.00124792033888,2025,26,Low
-23.647260700097174,-46.67943548277988,2025,29,Low
-33.81285744619978,151.14920421841336,2025,26,Low
51.43008875848376,-0.19768381605296517,2025,18,High
-33.866428791237425,151.12770374062558,2025,46,Low
51.52281342357578,-0.2065945920344129,2025,11,High
35.73479188906758,139.66920308779038,2025,8,High
1.3272938830636458,103.78928919156148,2025,10,High
-33.837964381412704,151.21909784922676,2025,43,Low
33.97695606527926,-118.26032863246552,2025,35,Medium
34.09902165608283,-118.28236474414197,2025,7,Medium
34.05961755407337,-118.23096163321172,2025,16,Medium
51.41976026072071,-0.17411012947888543,2025,27,High
-33.955158151671164,151.11461509980236,2025,45,Low
